¼ø¹ø,ÀÛÇ°¸í,ÀÎ¹°¸í,ÀÛÁß ³ªÀÌ,¼ºº°,Ãâ»ýÁö,¿¬·É´ë,½ÅºÐÀ¯Çü,¿ø½Ãµ¥ÀÌÅÍ,ÅÂ±ë µ¥ÀÌÅÍ
11562,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ´Ï À±ÁøÀÌ ±×³É ¸¶ºýÀ» ÈÄ¿í ±îºØ²² ±×³É,¾Æ´Ï__02/IC À±ÁøÀÌ/NNP ±×³É/MAG ¸¶ºý/NNG+À»/JKO ÈÄ¿í/MAG ±î/NNG+ºØ__01/MAG+²²/JKB ±×³É/MAG
11563,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¿ÕÁ¶ÇöÀÌ ´àÀº°Å ¿ìÂÀ ÀÌ·¸°Ô ÀÌ»»À»±îÀ×~ ,¿ÕÁ¶Çö/NNP+ÀÌ/JKS ´à/VV+Àº/ETM+°Å__01/NNB ¿ìÂÀ/NA ÀÌ·¸/VA+°Ô/EC ÀÌ/MM+»»/NNG+À»±î/EC+À×/IC+~/SO
11564,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¿ö¹Ì ³ª´Â ¹«½¼ ¿ÕÁ¶ÇöÀÌ°¡ ¿ì¸®Áý¿¡ ,¾î/EC+¹Ì__14/NNP ³ª__03/NP+´Â/JX ¹«½¼/MM ¿ÕÁ¶Çö/NNP+ÀÌ__04/NNB+°¡/JKS ¿ì¸®__03/NP+Áý__01/NNG+¿¡/JKB
11565,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,Ä«·¹¶óÀÌ½º ¸ÔÀ¸·¯ ¿ÂÁÙ ¾Ë¾Ò´ç,Ä«·¹¶óÀÌ½º/NNG ¸Ô__02/VV+À¸·¯/EC ¿À__01/VV+¤¤/ETM+ÁÙ__04/NNB ¾Ë/VV+¾Ò/EP+´ç__16/XSN
11566,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,´Ï°¡ ±×¸® Å˜³ª,´Ï__05/NP+°¡/JKS ±×¸®__02/MAG ?SW+?SL+³ª/JC
11567,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,´Ï°¡ ±×¸® ¸Ó¸® ¹­À¸ÀÌ±î,´Ï__05/NP+°¡/JKS ±×¸®__02/MAG ¸Ó¸®__01/NNG ¹­/VV+¾Ò/EP+À¸ÀÌ±î/EC
11568,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¿ÏÀü µý»ç¶÷ °°´ÙÀ×,¿ÏÀü__01/NNG µý__03/MM+»ç¶÷/NNG °°/VA+´ÙÀ×/EF
11569,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,¾ß ¾î¶»°Ô »ç¶÷ÀÌ ÀÌ·¸°Ô ÇÏ·ç¾ÆÄ§¿¡ µý»ç¶÷ÀÌ µÉ¼ö ÀÖÁö,¾ß__04/IC ¾î¶»/VA+°Ô/EC »ç¶÷/NNG+ÀÌ/JKS ÀÌ·¸/VA+°Ô/EC ÇÏ·ç¾ÆÄ§/NNG+¿¡/JKB µý»ç¶÷/NNG+ÀÌ/JKC µÇ__01/VV+¤©/ETM+¼ö__02/NNB ÀÖ__01/VA+Áö/EC
11570,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾²À¾...,¾²À¾/IC+./SF+./SF+./SF
11571,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¿© ¹º°¡ ÀÖ´Âµ¥...,¿©__07/NNG ¹¹/NP+ÀÌ/VCP+¤¤°¡/EC ÀÖ__01/VA+´Âµ¥/EF+./SF+./SF+./SF
11572,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾îÀÌ ¹ÚÀ±Áø!!!,¾îÀÌ__05/IC ¹ÚÀ±Áø/NNP+!/SF+!/SF+!/SF
11573,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Á¶À±Áø,Á¶À±Áø/NNP
11574,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾îÀÌ Á¶À±Áø?!,¾îÀÌ__05/IC Á¶À±Áø/NNP+?/SF+!/SF
11575,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,´Ï È¤½Ã..,´Ï__05/NP È¤½Ã__01/MAG+./SF+./SF
11576,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¿¬¾ÖÇÏ³ª,¿¬¾Ö__05/NNG+ÇÏ³ª/NR
11577,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,³²ÀÚÄ£±¸ »ý°å¾î?,³²ÀÚ__02/NNG+Ä£±¸__02/NNG »ý±â/VV+¾ú/EP+¾î/EF+?/SF
11578,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,-(¾²)Èå¾Æ??,-/SO+(/SS+¾²__03/NNP+)/SS+Èå¾Æ/MAG+?/SF+?/SF
11579,ÀÀ´äÇÏ¶ó1994,¸ðµÎ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,-(¸ðµÎ)¾î¾î¾î???,-/SO+(/SS+¸ðµÎ__01/MAG+)/SS+¾î¾î¾î/IC+?/SF+?/SF+?/SF
11580,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾ß ÁøÂ¥·Î?,¾ß__04/IC ÁøÂ¥/NNG+·Î/JKB+?/SF
11581,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,³²ÀÚÄ£±¸ »ý°å´Ù°í?,³²ÀÚ__02/NNG+Ä£±¸__02/NNG »ý±â/VV+¾ú/EP+´Ù°í/EF+?/SF
11582,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,Èå¿¢??,Èå/NNG+¿¢/IC+?/SF+?/SF
11583,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾ðÁ¦,¾ðÁ¦__01/MAG
11584,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¹ã³·À¸·Î ´Ï¶û ºÙ¾î´óƒ…´Âµ¥ ¾ðÁ¦,¹ã³·/NNG+À¸·Î/JKB ´Ï¶û/NNG ºÙ/VV+¾î/EC+´ó/MAG+ƒ…/SL+´Â/ETM+µ¥__01/NNB ¾ðÁ¦__01/MAG
11585,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾ß ´©±ºµð,¾ß__04/IC ´©±¸/NP+ÀÌ/VCP+µð/EC
11586,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,´©±ºµð~~,´©±¸/NP+ÀÌ/VCP+µð/EC+~/SO+~/SO
11587,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,¾²À¾..,¾²À¾/IC+./SF+./SF
11588,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,CCÁö?,CC/SL+Áö/EF+?/SF
11589,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ´Ï¾Æ´Ï ´Ï ¼³¸¶ ±×..,¾Æ´Ï/VCN+Áö/EC+¾Ê/VX+´Ï/EC ´Ï__05/NP ¼³¸¶__01/MAG ±×__01/MM+./SF+./SF
11590,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¿ì¸® ¾Æ´Â »ç¶÷ÀÌ¾ß?,¿ì¸®__03/NP ¾Ë/VV+´Â/ETM »ç¶÷/NNG+ÀÌ/VCP+¾ß/EF+?/SF
11591,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,Àú±â...,Àú±â__01/NP+./SF+./SF+./SF
11592,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,µå¸± ¸»¾¸ÀÌ ÀÖ´Âµ¥¿ä,µå¸®__01/VV+¤©/ETM ¸»¾¸/NNG+ÀÌ/JKS ÀÖ__01/VA+´Âµ¥¿ä/EF
11593,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,(Ä¥ºÀ)¿¡ ¿¡ÀÌ~,(/SS+Ä¥ºÀ/NNP+)/SS+¿¡/JKB ¿¡ÀÌ__01/IC+~/SO
11594,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,-(ÇØÅÂ)¿¡ÀÌ ¼³¸¶,-/SO+(/SS+ÇØÅÂ/NNP+)/SS+¿¡ÀÌ__01/IC ¼³¸¶__01/MAG
11595,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,-(Ä¥ºÀ)¿¡ ¿¡ÀÌ,-/SO+(/SS+Ä¥ºÀ/NNP+)/SS+¿¡/JKB ¿¡ÀÌ__01/IC
11596,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,(Ä¥ºÀ)¿¡ÀÌ ±×·¯Áö¸¶,(/SS+Ä¥ºÀ/NNP+)/SS+¿¡ÀÌ__01/IC ±×·¯/VV+Áö/EC+¸»__03/VX+¾Æ/EF
11597,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,±×·¯Áö¸¶~~,±×·¯/VV+Áö/EC+¸»__03/VX+¾Æ/EC+~/SO+~/SO
11598,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾Æ³Ä ¾Æ³Ä ¾Æ³Ä ¾Æ³Ä,¾Æ´Ï/VCN+¾ß/EC ¾Æ´Ï/VCN+¾ß/EC ¾Æ´Ï/VCN+¾ß/EC ¾Æ´Ï/VCN+¾ß/EF
11599,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§, ³Ê.. Á×¿©¹ö¸°´Ù?,³Ê__01/NP+./SF+./SF Á×ÀÌ__01/VV+¾î/EC+¹ö¸®__01/VX+¤¤´Ù/EF+?/SF
11600,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸Â´Âµ¥¿ä !,¸Â__01/VV+´Âµ¥¿ä/EC !/SF
11601,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,À¸¾Æ¾Æ¾Æ¾Æ¾Ç !,À¸¾Æ¾Æ¾Æ¾Æ/IC+¾Ç__04/NNG !/SF
11602,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿ì¾Æ ,¿ì¾Æ__01/IC
11603,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¾ÆÀ¸ ¾î,¾ÆÀ¸__01/IC ¾î__02/IC
11604,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,À¸¾Ç,À¸¾Ç/IC
11605,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿ö,¿ö__01/NNG
11606,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¿ìÇÏ,¿ìÇÏ/NNG
11607,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,ÇãÀ¹,Çã__03/NNP+À¹/IC
11608,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ/±è¼±ÁØ,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸ð¸§,¸»µµ ¾ÈµÅ,¸»__01/NNG+µµ/JX ¾ÈµÇ__01/VV+¾î/EC
11609,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¿ì¸® »ç±Ï´Ù !,¿ì¸®__03/NP »ç±Í/VV+¤¤´Ù/EC !/SF
11610,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,»ç±ÏÁö ¼®´Þ ³Ñ¾ú´Ù !,»ç±Í/VV+¤¤/ETM+Áö/EC ¼®__02/MM+´Þ__05/NNB ³Ñ__01/VV+¾ú/EP+´Ù/EC !/SF
11611,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,Èå¾î¾î¾ï ~,Èå/NNG+¾î¾î/NNG+¾ï__04/NR ~/SO
11612,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿Ö?,¿Ö__02/MAG+?/SF
11613,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¸¶ !,¸¶__05/NNP !/SF
11614,ÀÀ´äÇÏ¶ó1994,±è¼±ÁØ,19,³²,¼­¿ï °­³²,10´ë,¾ß±¸¼±¼ö,¾ß ÁøÂ¥ µîÀÜ¹ØÀÌ ¾îµÓ´Ù´õ´Ï.. ¿ØÀÏ,¾ß__04/IC ÁøÂ¥/NNG µîÀÜ/NNG+¹Ø__01/NNG+ÀÌ/JKS ¾îµÓ/VA+´Ù´õ´Ï/EF+./SF+./SF À¢__01/MM+ÀÏ__07/NNB
11615,ÀÀ´äÇÏ¶ó1994,±èµ¿ÁØ,19,³²,ÃæºÏ ±«»ê,10´ë,´ëÇÐ»ý,¿ì¿Í...,¿ì¿Í/IC+./SF+./SF+./SF
11616,ÀÀ´äÇÏ¶ó1994,±èµ¿ÁØ,19,³²,ÃæºÏ ±«»ê,10´ë,´ëÇÐ»ý,¿©ÀÚ´Â ¿¬¾ÖÇÏ¸é ¿ÏÀü µý»ç¶÷ µÈ´Ù´øµ¥,¿©ÀÚ__02/NNG+´Â/JX ¿¬¾ÖÇÏ__02/VV+¸é/EC ¿ÏÀü__01/NNG µý»ç¶÷/NNG µÇ__01/VV+¤¤´Ù´øµ¥/EC
11617,ÀÀ´äÇÏ¶ó1994,±èµ¿ÁØ,19,³²,ÃæºÏ ±«»ê,10´ë,´ëÇÐ»ý,ÁøÂ¥ ³î¶ó¿î »ç¶ûÀÇ ÈûÀÌ´Ù,ÁøÂ¥/NNG ³î¶ø/VA+¤¤/ETM »ç¶û__01/NNG+ÀÇ/JKG Èû__01/NNG+ÀÌ/VCP+´Ù/EF
11618,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ ¸Ç³¯ Ä¡°í ¹Ú°í ½Î¿ì½Îµå¸¸,¾Æ__02/IC ¸Ç³¯/MAG Ä¡__02/VV+°í/EC ¹Ú__01/VV+°í/EC ½Î¿ì/VV+½Îµå/NNP+¸¸/JX
11619,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,´À±× º¯ÅÂ³Ä?,´À±×/NP º¯ÅÂ/NNG+ÀÌ/VCP+³Ä/EF+?/SF
11620,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ´Ï¾Æ´Ï Àú À±Áø¾Æ !,¾Æ´Ï/VCN+Áö/EC+¾Ê/VX+´Ï/EC Àú__04/MM À±Áø¾Æ/NNP !/SF
11621,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,´Ï È¤½Ã ¹¹ µ· ÇÊ¿äÇÏ³ª,´Ï__05/NP È¤½Ã__01/MAG ¹¹/NP µ·__01/NNG ÇÊ¿äÇÏ/VA+³ª/EC
11622,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¿Àºü°¡ ÇØÁÖ±î,¿Àºü/NNG+°¡/JKS ÇÏ__01/VV+¾î/EC+ÁÖ__01/VX+±î/EF
11623,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,-ÂÍ !,-/SO+ÂÍ/MAG !/SF
11624,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,-¾Æ!,-/SO+¾Æ__02/IC+!/SF
11625,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¿ì¸® µÑÀÌ ÁøÂ¥·Î »ç±Ò´Ï´õ,¿ì¸®__03/NP µÑ__01/NR+ÀÌ/JKS ÁøÂ¥/NNG+·Î/JKB »ç±Ò/NNP+ÀÌ/VCP+¤²´Ï´õ/EF
11626,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,¾ÕÀ¸·Î ÀßºÎÅ¹µå¸³´Ï´Ù,¾Õ/NNG+À¸·Î/JKB Àß__02/MAG+ºÎÅ¹/NNG+µå¸®__01/VV+¤²´Ï´Ù/EC
11627,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÀÌ¾ß ±×·¡±×·¡±×·¡ ,ÀÌ/VCP+¾ß/EC ±×·¡±×·¡/IC+±×·¡__01/IC
11628,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æµû ÃàÇÏÇÑ´Ù ÃàÇÏÇØ ¹Ú¼ö ¹Ú¼ö !,¾Æµû__01/IC ÃàÇÏÇÏ/VV+¤¤´Ù/EC ÃàÇÏÇÏ/VV+¾î/EC ¹Ú¼ö__02/NNG ¹Ú¼ö__02/NNG !/SF
11629,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æµû ÀÌ°Å ±×¶ó¹È ±× ¿ì¸® ½ÅÃÌÇÏ¼÷ ÃÖÃÊ·Î,¾Æµû__01/IC ÀÌ°Å__01/NP ±×¶ó¹È/MAJ ±×__01/MM ¿ì¸®__03/NP ½ÅÃÌ/NNP+ÇÏ¼÷/NNG ÃÖÃÊ/NNG+·Î/JKB
11630,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,1È£ Ä¿ÇÃÀÌ µÇºÒ±×¸¶À×~ ¿ö¹Ì~,1/SN+È£__14/NNB Ä¿ÇÃ/NNG+ÀÌ/JKS µÇ/XSV+ºÒ__01/NNG+±×__03/NNG+¾Æ/NNG+À×/IC+~/SO ¾î/EC+¹Ì__14/NNP+~/SO
11631,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡, ¿ä¿ä ¿µÈ£³²ÀÇ ¸¸³² ! ¾Æµû~,¿ä¿ä__02/NNG ¿µ__19/NNG+È£³²__02/NNP+ÀÇ/JKG ¸¸³²/NNG !/SF ¾Æµû__01/IC+~/SO
11632,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,±×¶û²² ±× È­°³ÀåÅÍ Ä¿ÇÃÀÌ±¸¸¶À× !,±×¶û²²/MAJ ±×__01/MM È­°³/NNP+ÀåÅÍ/NNG Ä¿ÇÃ/NNG+ÀÌ/VCP+±¸¸¶À×/EC !/SF
11633,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,È­°³ÀåÅÍ~,È­°³/NNP+ÀåÅÍ/NNG+~/SO
11634,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÈåÈåÈåÈåÈåÈåÈå,ÈåÈåÈåÈåÈå/MAG+ÈåÈå/IC
11635,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¸Â³×,¸Â__01/VV+³×/EF
11636,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¿ì¸®¶û Á¤¹Ý´ë´Ù,¿ì¸®__03/NP+¶û/JKB Á¤¹Ý´ë/NNG+ÀÌ/VCP+´Ù/EF
11637,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¿©ÀÚ°¡ Àü¶óµµ°í ³²ÀÚ°¡ °æ»óµµ°í ,¿©ÀÚ__02/NNG+°¡/JKS Àü¶óµµ/NNP+°í/JKQ ³²ÀÚ__02/NNG+°¡/JKS °æ»óµµ/NNP+°í/JKQ
11638,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,ÀÌ·¡ ¸¸³ª¸é Àß»ê´Ù Ä«µå¶ó ,ÀÌ·¸/VA+¾î/EC ¸¸³ª/VV+¸é/EC Àß__02/MAG+»ì__01/VV+¤¤´Ù/EC Ä«µå/NNG+ÀÌ/VCP+¾Æ/EC
11639,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ..,¾Æ__02/IC+./SF+./SF
11640,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,³ª´Â ³ªÁ¤ÀÌ°¡ 1È£°¡ µÉÁÙ ¾Ë¾Òµå¸¶,³ª__03/NP+´Â/JX ³ªÁ¤ÀÌ/NNP+°¡/JKS 1/SN+È£__14/NNB+°¡/JKC µÇ__01/VV+¤©/ETM+ÁÖ__01/VX+¤©/ETM ¾Ë/VV+¾Ò/EP+µé__01/VV+¸¶/EFN
11641,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾È±×³Ä,¾È__01/NNG+±×__01/NP+ÀÌ/VCP+³Ä/EF
11642,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,°Å ¼º´ÔÇÏ...,°Å__01/NP ¼º__04/NNG+´Ô__04/XSN+ÇÏ__01/VV+./SF+./SF+./SF
11643,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ! ,¾Æ__02/IC+!/SF
11644,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,Àú..Àú ±×¹È...,Àú__04/MM+./SF+./SF+Àú__03/NP ±×__01/MM+¹È/MM+./SF+./SF+./SF
11645,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¿ì¸® Àú °³µþµµ..,¿ì¸®__03/NP Àú__04/MM °³µþ/NNG+µµ/JX+./SF+./SF
11646,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¹¹½Ã ÀÖ´Â°ÍÀÌ¿©?,¹½/NP+ÀÌ/JKS ÀÖ__01/VA+´Â/ETM+°Í__01/NNB+ÀÌ/VCP+¿©/EF+?/SF
11647,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,±×·³ ´©..´©..,±×·³__01/MAJ ´¯__01/VV+¿ì/EF+./SF+./SF+´©__88/NNG+./SF+./SF
11648,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,´©±¸¿©,´©±¸/NP+ÀÌ/VCP+¾î/EF
11649,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,Àå±¹¿µÀÌ ³Í ÀÎÀÚ »©°íÀ×,Àå±¹¿µ/NNP+ÀÌ/JKS ³Ê__01/NP+¤¤/JX ÀÎÀÚ__01/MAG »©__01/VV+°í/EC+À×__03/NNP
11650,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,±×¹È,±×__01/NP+¹È/EC
